作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Li J.-S., Liu I.-H., Lee C.-Y., Li C.-F., Liu C.-G.",7410065268;55949898900;56582964600;12243552400;8521940300;,A novel data deduplication scheme for encrypted cloud databases,2020,Journal of Internet Technology,21,4,,1115,1125,,3,10.3966/160792642020072104020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091339151&doi=10.3966%2f160792642020072104020&partnerID=40&md5=15e050c3f1761aed386f2ca374001d8a,"As the demand for data sharing and complex access-control policies continues to grow, traditional encryption mechanisms, which are generally established using a Public Key Infrastructure, face the problem of massive processing overheads and huge network bandwidth consumption. Attribute-Based Encryption (ABE) schemes have been proposed as a potential means of addressing these issues and have attracted great attention in recent years. Most previous studies on ABE focus on issues such as the revocation mechanism, multi-authority, the access structure design, and traceability. However, very few studies consider the storage efficiency problem and the present study proposes a novel data deduplication scheme based on ciphertext-policy ABE with convergent encryption and block-level data. The scheme can be deployed in third-party semi-trusted environments, and not only provides flexible, fine-grained access control over encrypted data, but also allows for the in-line elimination of redundancies in order to save cloud storage space. The experimental results show that the proposed scheme has an acceptable computational overhead and provides a promising solution for real-world data cloud storage and access scenarios. ? 2020 Taiwan Academic Network Management Committee. All rights reserved.",Cloud security; Cloud storage; Data deduplication scheme; Encrypted database; Network security,Access control; Data Sharing; Database systems; Public key cryptography; Access control policies; Attribute-based encryptions; Ciphertext policies; Computational overheads; Data de duplications; Processing overhead; Public key infrastructure; Revocation mechanism; Digital storage,"Liu, C.-G.; Department of Applied Informatics and Multimedia, Taiwan; 電子郵件: chgliu@mail.cnu.edu.tw",English,Article,Final,,Scopus,2-s2.0-85091339151
"Wu Z.-X., Huang K.-W., Yang C.-S.",57203015843;24923104700;13405682600;,A fuzzy crow search algorithm for solving data clustering problem,2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),12144 LNAI,,,782,791,,,10.1007/978-3-030-55789-8_67,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091312258&doi=10.1007%2f978-3-030-55789-8_67&partnerID=40&md5=49607b2d2cee3ef627d85f7d8161fb43,"The crow is one of the most intelligent bird and infamous for observing other birds so that they can steal their food. The crow search algorithm (CSA), a nature-based optimizer, is inspired by the social behavior of crows. Scholars have applied the CSA to obtain efficient solutions to certain function and combinatorial optimization problems. Another popular and powerful method with several real-world applications (e.g., energy, finance, marketing, and medical imaging) is fuzzy clustering. The fuzzy c-means (FCM) algorithm is a critical fuzzy clustering approach given its efficiency and implementation easily. However, the FCM algorithm can be easily trapped in the local optima. To solve this data clustering problem, this study proposes a hybrid fuzzy clustering algorithm combines the CSA and a fireworks algorithm. The algorithm performance is evaluated using eight well-known UCI benchmarks. The experimental analysis concludes that adding the fireworks algorithm improved the CSA’s performance and offered better solutions than those by other meta-heuristic algorithms. ? Springer Nature Switzerland AG 2020.",Crow search algorithm; Data clustering; Fireworks algorithm; Fuzzy c-means; Meta heuristic algorithm,Benchmarking; Birds; Cluster analysis; Combinatorial optimization; Explosives; Fuzzy clustering; Heuristic algorithms; Intelligent systems; Learning algorithms; Medical imaging; Optimization; Algorithm performance; Clustering approach; Combinatorial optimization problems; Experimental analysis; Fireworks algorithms; Fuzzy C-means algorithms; Meta heuristic algorithm; Search Algorithms; Clustering algorithms,"Huang, K.-W.; Department of Electrical Engineering, Taiwan; 電子郵件: elone.huang@nkust.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85091312258
"Li J.-S., Liu I.-H., Tsai C.-J., Su Z.-Y., Li C.-F., Liu C.-G.",7410065268;55949898900;57217996533;55642465700;12243552400;8521940300;,Secure Content-Based Image Retrieval in the Cloud with Key Confidentiality,2020,IEEE Access,8,,9121991,114940,114952,,5,10.1109/ACCESS.2020.3003928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087800750&doi=10.1109%2fACCESS.2020.3003928&partnerID=40&md5=2842c7b8ccc87ef95b36a38089640320,"Owing to the rapid development of cloud services and personal privacy demand, secure cloud storage services and search over encrypted datasets have become an important issue. Recently, the leaking of images such as identification and driver's licenses catches much attention. The trend towards secure computation has been widely discussed, especially asymmetric scalar-product-preserving encryption (ASPE) and homomorphic encryption (HE). Although ASPE have ability to encrypt and determine the similarity between ciphertexts efficiently, it is not a practical methodology due to its assumption that the users are fully trusted in real world and it also may have key leakage problem. Contrary to ASPE, HE can execute addition and multiplication in the encrypted domain and solve key leakage problem. Hence, in this paper, we combine the opinions of HE and ASPE to propose new privacy-preserving content-based image retrieval with key confidentiality scheme against the attacks from data owner, cloud server and users. Our privacy preserving image retrieval scheme is developed under strong threat model that is close to real world. Furthermore, to the best of our knowledge, our work is the first one that developing scheme under the assumption that all the entities involved in privacy-preserving image retrieval system are semi-trusted. Our scheme ensures the confidentiality of key and privacy of query information at the same time. In addition, we provide a lightweight verification to check whether the search query is fake or not. Finally, the experiment results show that the computation overheads and search precision are acceptable at the same time. ? 2013 IEEE.",homomorphic encryption; privacy-preserving computation; Secure image retrieval,Content based retrieval; Cryptography; Digital storage; Storage as a service (STaaS); Trusted computing; Computation overheads; Content based image retrieval; Ho-momorphic encryptions; Image retrieval systems; Privacy preserving; Query information; Secure cloud storages; Secure computation; Search engines,"Liu, C.-G.; Department of Applied Informatics and Multimedia, Taiwan; 電子郵件: chgliu@mail.cnu.edu.tw",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85087800750
"Yang Y.-S., Lee S.-H., Chen G.-S., Yang C.-S., Huang Y.-M., Hou T.-W.",55273224300;57190019484;57215773745;13405682600;8630348700;7103185466;,An Implementation of High Efficient Smart Street Light Management System for Smart City,2020,IEEE Access,8,,9006786,38568,38585,,9,10.1109/ACCESS.2020.2975708,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081929744&doi=10.1109%2fACCESS.2020.2975708&partnerID=40&md5=f531df7c0236db4aaa068049be615d6b,"Street light are among the most common infrastructure in cities. Street lights and sensors can be combined to generate an interface of data collection. The analysis of massive data serves as an integral element of a smart city. This paper proposes a highly efficient system for the configuration, deployment, and management of smart street lights. The features of fast deployment and high scalability of the container-based system management result in virtual deployment. Additionally, for database design, NoSQL and in-memory databases are integrated to realize flexible data management. In terms of data transmission, this paper designs an asymmetric key and an SSH encrypted tunnel. Moreover, when all the services are connected, it conducts legitimacy validation via a token. Therefore, this system can help meet the demands for data throughput, low-latency, configuration, and realization of a smart city. It boasts high efficiency and security. Besides, it offers a flexible data storage and management service to facilitate the massive data processing of a smart city. With respect to experiments, this paper designs a street lighting simulation system with edge computing devices (consisting of a micro-controller, a sensor, and an IP camera) and a street lighting function. The system collects real-time sensed environmental data, enables live streaming of images, and offers an API for historical data query. This paper utilizes container-based virtualization to deploy all edge computing devices on the server and validates the feasibility of simultaneous operation of multiple container-based services on edge computing devices. This system has high commercial value. ? 2013 IEEE.",Containerization; Live streaming; SSH tunnel; Street light management system,Containers; Data handling; Digital storage; Edge computing; Metadata; Query processing; Search engines; Smart city; Street lighting; Containerization; Environmental data; High scalabilities; Light management; Lighting simulation; Live streaming; Management service; Simultaneous operation; Information management,"Lee, S.-H.; Department of Intelligent Commerce, Taiwan; 電子郵件: beargoer@gmail.com",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85081929744
"Liu C.-G., Huo Y.-M., Liu I.-H., Liu H.-H., Li C.-F., Li J.-S.",8521940300;55671986800;55949898900;57215588516;12243552400;7410065268;,A novel and efficient blocking scheme for multiple tag identifications in a large scale RFID system,2020,Ad-Hoc and Sensor Wireless Networks,46,1月2日,,23,51,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081254366&partnerID=40&md5=58773caceea051d7a67b17a25c6ee67c,"Over the past years, RFID is exploited and deployed widely in IoT. However, the performance of RFID is critically dependent on the use of effective anti-collision schemes. Hence, many anti-collision schemes are developed for various RFID collision cases. Among the various collision prevention schemes, a promising collision prevention scheme, Pair Resolution Blocking (PRB), can complete two tag identifications in one cycle, which not only solves collision issue but also achieves high efficiency in tag identification process. In conventional RFID systems, PRB is very efficient and crucial. Unfortunately, in a large scale RFID system, PRB seems unable to tackle the massive tag identification jobs in a short time. Hence, in this paper, we investigate the flaws of PRB and firstly propose an algorithm designated as Multiple Identification Blocking Algorithm-Paired Staying tags (MIBA-PS), to improve the bit error rate of the PRB algorithm. The second anti-collision blocking-based algorithm designated as Multiple Identification Blocking Algorithm-Numerous Staying tags (MIBA-NS) is then proposed for improving the efficiency of the RFID tag identification process by identifying multiple tags within a single time frame. Both proposed algorithms employ the collided signal caused by multiple tags to recognize the tags in one cycle. Furthermore, in order to reduce tags’ bit error rate in the wireless channel, the staying tags exploit newly-generated bit string to inform the reader instead of tag ID in the tag identification process. Analytical results and performance evaluation confirm that our proposed anti-collision algorithms have lower error probability, shorter identification delay and lower waiting time than existing famous anti-collision schemes while identifying multiple tags in a large scale RFID system. ? 2020 Old City Publishing, Inc.",Anti-collision; Multiple tag identification; RFID,,"Li, J.-S.; Institute of Computer and Communication Engineering, Taiwan; 電子郵件: jsli@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85081254366
"Huang J.-W., Wu Y.-B., Jaysawal B.P.",34770477200;56582851200;56440219600;,On mining progressive positive and negative sequential patterns simultaneously,2020,Journal of Information Science and Engineering,36,1,,145,169,,1,10.6688/JISE.20200136(1).0009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078941781&doi=10.6688%2fJISE.20200136%281%29.0009&partnerID=40&md5=6a7e4c68555d44964d9562b5923b1a67,"Positive sequential pattern (PSP) mining focuses on appearing items, while negative sequential pattern (NSP) mining tends to find the relationship between occurring and non-occurring items. There are few works involved in NSP mining, and the definitions of NSP are inconsistent in each work. The support threshold for PSP is always applied on NSP, which cannot bring out interesting patterns. In addition, PSP has been discovered on incremental databases and progressive databases, while NSP mining is only performed on static databases. Progressive sequential pattern mining finds the most up-to-date patterns, which can provide more valuable information. However, the previous progressive sequential pattern mining algorithm contains some redundant process. In this paper, we aim to find NSP on progressive databases. A new definition of NSP is given to discover more meaningful and interesting patterns. We propose an algorithm, Propone, for efficient mining process. We also propose a level-order traversal strategy and a pruning strategy to reduce the calculation time and the number of negative sequential candidates (NSC). By comparing Propone with some modified previous algorithms, the experimental results show that Propone outperforms comparative algorithms. ? 2020 Institute of Information Science. All rights reserved.",Data mining; Frequency ratio of interest; Negative sequential pattern; Progressive mining; Sequential pattern mining,Database systems; Calculation time; Frequency ratios; Incremental database; Progressive minings; Sequential pattern mining algorithm; Sequential patterns; Sequential-pattern mining; Support threshold; Data mining,,English,Article,Final,,Scopus,2-s2.0-85078941781
"Yang S.-K., Shiue Y.-M., Su Z.-Y., Liu I.-H., Liu C.-G.",54685406300;18042859900;55642465700;55949898900;8521940300;,An authentication information exchange scheme in WSN for IoT applications,2020,IEEE Access,8,,8952657,9728,9738,,17,10.1109/ACCESS.2020.2964815,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078423180&doi=10.1109%2fACCESS.2020.2964815&partnerID=40&md5=fa9efeeea70bf407ef0c1fe249fe051e,"Recently, in IoT, wireless sensor network has become a critical technology with which many applications in industries and human life can achieve smart IoT control. However, for those daily applications using WSN technology, malicious users can capture the sensor nodes much easily since these wireless sensor nodes are usually deployed in easily touched places. Once this node captured attack occurs, wireless sensor network soon faces various security risks. In this paper, in order to resist node captured attack, we propose a novel authentication information exchange scheme in WSN, which is very different from the previous authentication researches. Our idea is to add an authentication information exchange scheme in previous authentication scheme but not propose new one. We develop this scheme based on the idea of the association scheme of Home GWN and local sensor nodes. In this study, HGWN should contact all local sensor nodes and meanwhile is responsible for performing an authentication information exchange scheme for resisting security risk. In order to prevent the attacker from guessing communication period between HGWN and the sensor, we also design a dynamic contacting mechanism. We give a detail discussion of this scheme and validate it by three ways, security evaluation, BAN logic and performance evaluation, which proves that our authentication information exchange scheme can achieve security features and goals. ? 2013 IEEE.",Authentication protocol; IoT; node captured attack; wireless sensor networks,Authentication; Information dissemination; Network security; Sensor nodes; Signal processing; Wireless sensor networks; Association schemes; Authentication information; Authentication protocols; Authentication scheme; Critical technologies; node captured attack; Security evaluation; Wireless sensor node; Internet of things,"Liu, C.-G.; Department of Applied Informatics and Multimedia, Taiwan; 電子郵件: chgliu@mail.cnu.edu.tw",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85078423180
"Hou C.-L., Kuo C.-C., Liu I.-H., Yang C.-S.",57204780543;57203018851;55949898900;13405682600;,Implementation of an IP Management and Risk Assessment System Based on PageRank,2020,Advances in Intelligent Systems and Computing,895,,,438,450,,,10.1007/978-3-030-16946-6_34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065524948&doi=10.1007%2f978-3-030-16946-6_34&partnerID=40&md5=c4bdb2b3b0b7368e03a9dbe066c176f2,"Recently, network technology had brought a variety of attacks on the Internet, unfortunately, no one is safe in this trend. Network managers try to find the attackers and search for the suspicious behaviors in the network connections to defend their services. Intrusion Detection System (IDS) can help network managers to find out the network attacks, but for some special cases, IDS has its limitation. Proposed system integrated network-based IDS (NIDS) and host-based IDS (HIDS) to detect the suspicious behavior and assess the risk value of each IP. This research is dedicated to separating attacks and suspicious behaviors analysis by network-based IDS and host-based IDS. Furthermore, the proposed system will also find the relations among suspicious IP by using the modified PageRank algorithm and correlate the events to estimate the risk for each IP. The ranking of each IP represent the risk level and network managers can protect the hosts by the ranking. The experiment results show that the proposed system can achieve the goal of managing attack and tracking the suspicious ones. It can help users to take appropriate action in time. &#x00A9; 2020, Springer Nature Switzerland AG.",HIDS; NIDS; Risk assessment,Big data; Computer crime; Intelligent computing; Intrusion detection; Managers; Network management; Network security; Risk assessment; Risk perception; Assessment system; HIDS; Integrated networks; Intrusion Detection Systems; Network connection; Network technologies; NIDS; PageRank algorithm; Internet protocols,"Hou, C.-L.; Institute of Computer and Communication Engineering, Taiwan; 電子郵件: clhou@mail.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85065524948
"Yang W.-J., Luo C.-C., Chung P.-C., Yang J.-F.",57203309263;57207794926;7201442829;8938955500;,Simplified neural networks with smart detection for road traffic sign recognition,2020,Lecture Notes in Networks and Systems,69,,,237,249,,5,10.1007/978-3-030-12388-8_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062920973&doi=10.1007%2f978-3-030-12388-8_17&partnerID=40&md5=5f62758d3fce1cc7c97f3ee882977a8b,"Improving driver’s safety is the main goal of the advanced driver assistance system, which has been widely deployed for proactive driving security in recent years. For road driving, the advanced driver assistance system should visually recognize circular prohibition and triangular warning traffic signs to help drivers to grab complete traffic conditions. In this paper, we proposed a low-computation neural assistance system for traffic sign recognition. First, we proposed shaped-based detection algorithms to detect the regions, which are with circle and triangular traffic signs in designated regions of interest. For classification to those detected regions, we then suggest a convolutional neural network to achieve about 5% improvement of top 1 accuracy compared with LeNet model in German traffic sign recognition benchmarks dataset. For real applications, we also establish a Taiwanese traffic sign database to train the proposed neural network. The simulation results on self-collect driving videos demonstrate that the proposed traffic sign recognition system achieved above 97% recognition rate can be effectively adopted in ADAS applications. ? Springer Nature Switzerland AG 2020.",Advanced driver assistance system; Convolutional neural network; Traffic sign detection; Traffic sign recognition,,"Yang, J.-F.; Department of Electrical Engineering, Taiwan; 電子郵件: jefyang@mail.ncku.edu.tw",English,Book Chapter,Final,,Scopus,2-s2.0-85062920973
"Yang W.-J., Su Y.-X., Chung P.-C., Yang J.-F.",57203309263;57204781432;7201442829;8938955500;,Weighted histogram of oriented uniform gradients for moving object detection,2020,Lecture Notes in Networks and Systems,69,,,250,260,,1,10.1007/978-3-030-12388-8_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062920759&doi=10.1007%2f978-3-030-12388-8_18&partnerID=40&md5=8d6a9da1e1689b5f2da9bb9cfb3b65de,"With the growth of the automotive electronics technology, the advanced driver assistance system (ADAS) becomes more and more important. Especially, the moving object detection (MOD) is an important issue in the ADAS in intelligent vehicles. In realistic systems, there exist two critical challenges including computing time and detection rate for MOD. To overcome these problems, we propose a novel moving object detection system which contains pre-processing, feature extraction, classification and state machine. The pre-processing contains ROI extraction and skipping low busyness windows, which accelerates the computing time to solve the mentioned problem. To improve the performances, in this paper, the weighted histogram of oriented uniform gradient (WHOUG) with support vector machine (SVM) is proposed to promote the detection accuracy. Besides, the finite state machine could further improve the robustness of the proposed system. The results demonstrate that the proposed system achieves better performance than the traditional one, and also maintains real time computation. ? Springer Nature Switzerland AG 2020.",Histogram of oriented gradient; Moving object detection; Support vector machine,,"Yang, J.-F.; Department of Electrical Engineering, Taiwan; 電子郵件: jefyang@mail.ncku.edu.tw",English,Book Chapter,Final,,Scopus,2-s2.0-85062920759
"Wang C.-Y., Chen Y.-C., Fuh S.-H., Cho F.-M., Lo T.-C., Chang J.-B., Cheng Q.-J., Shieh C.-K.",56518759300;57207349241;57215362453;57203873894;57215343859;7601552672;57215346250;35606365800;,A data compacting technique to reduce the NetFlow size in botnet detection with BotCluster,2019,"BDCAT 2019 - Proceedings of the 6th IEEE/ACM International Conference on Big Data Computing, Applications and Technologies",,,,81,84,,,10.1145/3365109.3368778,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077338015&doi=10.1145%2f3365109.3368778&partnerID=40&md5=96aa3cf92fd63209a92a7961261f14c8,"Big data analytics helps us to find potentially valuable knowledge, but as the size of the dataset increases, the computing cost also grows exponentially. In our previous work, BotCluster, we had designed a pre-processing filtering pipeline, including whitelist filter and flow loss-response rate (FLR) filter, for data reduction, which intended to wipe out irrelative noises and reduce the computing overhead. However, we still face a data redundancy phenomenon in which some of the same feature vectors repeatedly emerged. In this paper, we propose a data compacting approach aimed to reduce the input volume and keep enough representative feature vectors to fit DBSCAN's (Density-based spatial clustering of applications with noise) criteria. It purges the redundant vectors according to a purging threshold and keeps the primary representatives. Experimental results have shown that the average data reduction ratio is about 81.34%, while the precision has only slightly decreased by 1.6% on average, and the results still have 99.88% of IPs overlapped with the previous system. ? 2019 Association of Computing Machinery.",Big Data; Botnet; Data compacting; Data compression; Data reduction; MapReduce Framework; NetFlow; P2P Botnet,Big data; Botnet; Data Analytics; Data compression; Large dataset; Botnet detections; Data compacting; Density based spatial clustering of applications with noise; Mapreduce frameworks; NetFlows; Pre-processing filtering; Reduction ratios; Redundant vectors; Data reduction,,English,Conference Paper,Final,,Scopus,2-s2.0-85077338015
"Zhuang L., Lin C.-H., Figueiredo M.A.T., Bioucas-Dias J.M.",56156401100;55967027800;34769730500;55901520500;,Regularization parameter selection in minimum volume hyperspectral unmixing,2019,IEEE Transactions on Geoscience and Remote Sensing,57,12,8798985,9858,9877,,42,10.1109/TGRS.2019.2929776,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075667290&doi=10.1109%2fTGRS.2019.2929776&partnerID=40&md5=d41ae01079587d1e7705b4f56371d89d,"Linear hyperspectral unmixing (HU) aims at factoring the observation matrix into an endmember matrix and an abundance matrix. Linear HU via variational minimum volume (MV) regularization has recently received considerable attention in the remote sensing and machine learning areas, mainly owing to its robustness against the absence of pure pixels. We put some popular linear HU formulations under a unifying framework, which involves a data-fitting term and an MV-based regularization term, and collectively solve it via a nonconvex optimization. As the former and the latter terms tend, respectively, to expand (reducing the data-fitting errors) and to shrink the simplex enclosing the measured spectra, it is critical to strike a balance between those two terms. To the best of our knowledge, the existing methods find such balance by tuning a regularization parameter manually, which has little value in unsupervised scenarios. In this paper, we aim at selecting the regularization parameter automatically by exploiting the fact that a too large parameter overshrinks the volume of the simplex defined by the endmembers, making many data points be left outside of the simplex and hence inducing a large data-fitting error, while a sufficiently small parameter yields a large simplex making data-fitting error very small. Roughly speaking, the transition point happens when the simplex still encloses the data cloud but there are data points on all its facets. These observations are systematically formulated to find the transition point that, in turn, yields a good parameter. The competitiveness of the proposed selection criterion is illustrated with simulated and real data. ? 1980-2012 IEEE.",Craig criterion; hyperspectral images (HSIs); nonconvex optimization; spectral unmixing,Data handling; Errors; Parameterization; Remote sensing; Spectroscopy; Transition flow; Craig criterion; Hyperspectral unmixing; Nonconvex optimization; Observation matrix; Regularization parameters; Regularization terms; Selection criteria; Spectral unmixing; Matrix algebra; machine learning; numerical method; optimization; parameter estimation; pixel; remote sensing; spectral analysis; unsupervised classification; volume,"Zhuang, L.; Instituto de Telecomunicac?es, Portugal; 電子郵件: lina.zhuang@lx.it.pt",English,Article,Final,,Scopus,2-s2.0-85075667290
"Xiao Q.-E., Chung P.-C., Tsai H.-W., Cheng K.-S., Chow N.-H., Juang Y.-Z., Tsai H.-H., Wang C.-H., Hsieh T.-A.",57211679291;7201442829;7402649505;7402997593;56471462900;7007070819;7402649267;34882499900;57211678850;,Hematoxylin and Eosin (HE) Stained Liver Portal Area Segmentation Using Multi-Scale Receptive Field Convolutional Neural Network,2019,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,9,4,8892562,623,634,,4,10.1109/JETCAS.2019.2952063,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074830018&doi=10.1109%2fJETCAS.2019.2952063&partnerID=40&md5=69d466c93218c3a3aae060015b817ba7,"Portal area segmentation is an important step in the quantitative histological analysis process for hepatitis grading. However, portal areas often appear of different sizes and appearances due to the variations of surrounding components such as the ductule, bile duct, artery, and portal vein. The slim fibrosis expanding from the portal area further increases challenges of the portal area segmentation. A Multi-scale Receptive Field Convolutional Neural Network (MRF-CNN) for the segmentation of the liver portal areas in hematoxylin and eosin (HE) stained whole slide images (WSIs) is proposed in this paper. The MRF-CNN adopts the atrous spatial pyramid pooling (ASPP) with multiple atrous rates and symmetric encoder-decoder with feature concatenation architecture. The atrous rates in ASPP are devised of receptive fields to extract features of meaningful tissue components in parallel in portal areas. Along with the MRF-CNN, a small object sensitive loss function is also proposed to have the network focus on small portal areas and slim fibrosis. The results show that the proposed model achieves Intersection over Union (IOU) of 0.87 and sensitivity of 0.92. Compared to recent segmentation researches such as Fully Convolutional Network (FCN), U-Net and SegNet, the proposed network achieves an overall the best IOU and sensitivity performance. Experimental results also show that the designed ASPP block benefits in feature extraction, and the ability of identifying small objects in proposed small object sensitive loss has a significant improvement of the segmentation result comparing to the original cross entropy loss. ? 2011 IEEE.",Convolutional neural network; liver portal area; multi-scale receptive field; segmentation; small object sensitive loss,Convolution; Grading; Liver; Magnetorheological fluids; Neural networks; Convolutional networks; Convolutional neural network; Histological analysis; Receptive fields; Segmentation results; Sensitivity performance; Small objects; Whole slide images; Image segmentation,"Wang, C.-H.; Taiwan Semiconductor Research Institute, Taiwan; 電子郵件: denniswang@narlabs.org.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85074830018
"Huang J.-W., Jaysawal B.P., Chen K.-Y., Wu Y.-B.",34770477200;56440219600;42261417000;56582851200;,Mining frequent and top-K High Utility Time Interval-based Events with Duration patterns,2019,Knowledge and Information Systems,61,3,,1331,1359,,10,10.1007/s10115-019-01333-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073686775&doi=10.1007%2fs10115-019-01333-6&partnerID=40&md5=1a1c0200d6a292fd7fe6c57b06d52899,"Traditional frequent sequential pattern mining only considers the time point-based item or event in the patterns. However, in many application, the events may span over multiple time points and the relations among events are also important. Time interval-based pattern mining is proposed to mine the interesting patterns of events that span over some time periods and also by considering the relations among events. Previous works of time interval-based pattern mining focused on the relations between events without considering the duration of each event. However, the same event with different time duration may cause different results. In this work, we propose two algorithms, SARA and SARS, for mining frequent time interval-based events with duration, TIED, patterns. TIED patterns not only keep the relations between two events but also reveal the time periods when each event happens and ends. For the performance evaluation, we propose a naive algorithm and modify a previous algorithm along with the implementation of SARA and SARS. The experimental results show that SARA and SARS are more efficient in terms of execution time and memory usage than other two algorithms. Moreover, we extend this work by considering utility value or importance of event in each time stamp. Therefore, we propose another new High Utility Time Interval-based Events with Duration, HU-TIED, pattern. HU-TIED incorporates the concept of utility pattern mining and TIED pattern mining. We design an algorithm, LMSpan, to mine top-K HU-TIED patterns. For the performance evaluation, we design a baseline algorithm, GenerateNCheck to compare with LMSpan. LMSpan takes less time and memory and generates less candidates than GenerateNCheck. ? 2019, Springer-Verlag London Ltd., part of Springer Nature.",Data mining; High utility time interval-based events pattern mining; Temporal pattern mining; Time interval-based events with duration pattern mining,Information systems; Duration patterns; Frequent sequential patterns; Memory usage; Pattern mining; Temporal pattern minings; Time duration; Time interval; Utility values; Data mining,"Jaysawal, B.P.; Institute of Computer and Communication Engineering, Taiwan; 電子郵件: bijay@jaysawal.com.np",English,Article,Final,,Scopus,2-s2.0-85073686775
"Jian Z.-J., Ma H.-S., Huang J.-W.",57202891252;55969848300;34770477200;,CLOSE: Local Community Detection by LOcal Structure Expansion in a Complex Network,2019,"Proceedings - 2019 International Conference on Technologies and Applications of Artificial Intelligence, TAAI 2019",,,8959915,,,,2,10.1109/TAAI48200.2019.8959915,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079074532&doi=10.1109%2fTAAI48200.2019.8959915&partnerID=40&md5=d21a773c589eafdbd978cd868ccc5494,"There have been more and more researches on community discovery in complex networks. Expanding of a source node into a community is one of the most successful methods for local community detection, especially when the global structure of the network is not accessible. In this paper, we propose CLOSE algorithm, Local Community Detection by LOcal Structure Expansion, based on the local expansion technique in the community detection. In CLOSE, we propose a novel connective function to identify a better source node. The node is in the center of a highly connected component of a graph. CLOSE selects a group of nodes instead of a single node to be the seed for the expansion of a local community. In addition, using the neighboring group can identify a suitable community for a hub node. Moreover, the expansion strategy is based on the label propagation technique instead of local community measurements. In experiments, we compare the performance of CLOSE with previous methods both on synthetic networks from the LFR Benchmark and real-world networks. We also examine the merit of the source node selection strategy. Both source node selection and community detection in CLOSE outperform previous algorithms. ? 2019 IEEE.",complex networks; local community detection; neighboring group expansion; source node selection,Artificial intelligence; Benchmarking; Population dynamics; Community detection; Community discoveries; Connected component; Expansion strategies; Local community; Real-world networks; Source nodes; Synthetic networks; Complex networks,,English,Conference Paper,Final,,Scopus,2-s2.0-85079074532
"Su Y.-M., Peng H.-W., Huang K.-W., Yang C.-S.",57214752877;57203019700;24923104700;13405682600;,Image processing technology for text recognition,2019,"Proceedings - 2019 International Conference on Technologies and Applications of Artificial Intelligence, TAAI 2019",,,8959877,,,,5,10.1109/TAAI48200.2019.8959877,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079054881&doi=10.1109%2fTAAI48200.2019.8959877&partnerID=40&md5=3c82b6ab463fd73b2862e6207eafd84b,"Image recognition and optical character recognition technologies have become an integral part of our everyday life due in part to the ever-increasing power of computing and the ubiquity of scanning devices. Printed documents can be quickly converted into digital text files through optical character recognition and then be edited by the user. Consequently, minimal time is required to digitize documents; this is particularly helpful when archiving volumes of printed materials. This study demonstrates how image-processing technologies can be used in combination with optical character recognition to improve recognition accuracy and to improve the efficiency of extracting text from images. Two software systems are developed and tested during this study: a character recognition system applied to cosmetic-related advertising images and a text detection and recognition system for natural scenes. The results of the experiment demonstrate that the proposed systems can accurately recognize text in images. ? 2019 IEEE.",Image processing; object detection component; optical character recognition,Artificial intelligence; Image processing; Image recognition; Optical character recognition; Optical data processing; Software testing; Ubiquitous computing; Character recognition system; Image processing technology; Printed documents; Printed materials; Recognition accuracy; Recognition systems; Software systems; Text recognition; Image enhancement,,English,Conference Paper,Final,,Scopus,2-s2.0-85079054881
