作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Chou H.-H., Hsu C.-T., Wang H.-C., Hsieh S.-Y.",55417540900;57219598793;14219928700;7202056469;,A Novel Improved Algorithm for Protein Classification Through a Graph Similarity Approach,2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),12464 LNCS,,,251,261,,,10.1007/978-3-030-60802-6_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094124018&doi=10.1007%2f978-3-030-60802-6_22&partnerID=40&md5=ae5ca5982a24845b76ff365e397d7b6a,"The protein classification problem is considered in this paper. In the proposed algorithm, we use graphs to represent proteins, whereby every amino acid in a protein corresponds to every vertex in a graph, and the links between the amino acids correspond to the edges between the vertices in the graph. We then classify the proteins according to similarities in their corresponding graph structures. ? 2020, Springer Nature Switzerland AG.",B-factor; Bioinformatic algorithms; Graph similarity; Protein classification; Protein structures,Amino acids; Computation theory; Graph structures; Intelligent computing; Proteins; Graph similarity; Protein Classification; Protein classification problems; Graph algorithms,"Hsieh, S.-Y.; Department of Computer Science and Information Engineering and Institute of Medical Information, No. 1, University Road, Taiwan; 電子郵件: hsiehsy@mail.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85094124018
"Huang M.-S., Wang C.-S., Chiang J.-H., Liu P.-Y., Tsai W.-C.",57195805693;57201478062;7201425280;56460576600;56506212500;,Automated Recognition of Regional Wall Motion Abnormalities Through Deep Neural Network Interpretation of Transthoracic Echocardiography,2020,Circulation,142,16,,1510,1520,,11,10.1161/CIRCULATIONAHA.120.047530,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093906219&doi=10.1161%2fCIRCULATIONAHA.120.047530&partnerID=40&md5=2a2306d52142312cc592e846b1a9dde5,"Background: Automated interpretation of echocardiography by deep neural networks could support clinical reporting and improve efficiency. Whereas previous studies have evaluated spatial relationships using still frame images, we aimed to train and test a deep neural network for video analysis by combining spatial and temporal information, to automate the recognition of left ventricular regional wall motion abnormalities. Methods: We collected a series of transthoracic echocardiography examinations performed between July 2017 and April 2018 in 2 tertiary care hospitals. Regional wall abnormalities were defined by experienced physiologists and confirmed by trained cardiologists. First, we developed a 3-dimensional convolutional neural network model for view selection ensuring stringent image quality control. Second, a U-net model segmented images to annotate the location of each left ventricular wall. Third, a final 3-dimensional convolutional neural network model evaluated echocardiographic videos from 4 standard views, before and after segmentation, and calculated a wall motion abnormality confidence level (0-1) for each segment. To evaluate model stability, we performed 5-fold cross-validation and external validation. Results: In a series of 10 638 echocardiograms, our view selection model identified 6454 (61%) examinations with sufficient image quality in all standard views. In this training set, 2740 frames were annotated to develop the segmentation model, which achieved a Dice similarity coefficient of 0.756. External validation was performed in 1756 examinations from an independent hospital. A regional wall motion abnormality was observed in 8.9% and 4.9% in the training and external validation datasets, respectively. The final model recognized regional wall motion abnormalities in the cross-validation and external validation datasets with an area under the receiver operating characteristic curve of 0.912 (95% CI, 0.896-0.928) and 0.891 (95% CI, 0.834-0.948), respectively. In the external validation dataset, the sensitivity was 81.8% (95% CI, 73.8%-88.2%), and specificity was 81.6% (95% CI, 80.4%-82.8%). Conclusions: In echocardiographic examinations of sufficient image quality, it is feasible for deep neural networks to automate the recognition of regional wall motion abnormalities using temporal and spatial information from moving images. Further investigation is required to optimize model performance and evaluate clinical applications. ? 2020 Lippincott Williams and Wilkins. All rights reserved.",artificial intelligence; echocardiography,"article; artificial intelligence; cardiologist; clinical evaluation; controlled study; convolutional neural network; cross validation; diagnostic test accuracy study; heart left ventricle wall; human; image quality; motion; receiver operating characteristic; sensitivity and specificity; tertiary care center; transthoracic echocardiography; videorecording; adolescent; adult; aged; child; echocardiography; infant; middle aged; newborn; preschool child; procedures; very elderly; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Child; Child, Preschool; Echocardiography; Humans; Infant; Infant, Newborn; Middle Aged; Neural Networks, Computer; Young Adult","Tsai, W.-C.; Division of Cardiology, 138 Sheng-Li Road, Taiwan; 電子郵件: wctsai@seed.net.tw",English,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85093906219
"Lin L., Huang Y., Hsieh S., Xu L.",56562142400;57201310982;7202056469;57199907190;,Strong Reliability of Star Graphs Interconnection Networks,2020,IEEE Transactions on Reliability,,,,,,,2,10.1109/TR.2020.3013158,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091280871&doi=10.1109%2fTR.2020.3013158&partnerID=40&md5=d0dba7ed00bc8eb8b822581b90a4eb84,"For interconnection network losing processors, it is considerable to calculate the number of vertices in the maximal component in the surviving network. Moreover, the component connectivity is a significant indicator for reliability of a network in the presence of failing processors. In this article, we first prove that when a set <formula><tex>$M$</tex></formula> of at most <formula><tex>$3n-7$</tex></formula> processors is deleted from an <formula><tex>$n$</tex></formula>-star graph, the surviving graph has a large component of size greater or equal to <formula><tex>$n!-|M|-3$</tex></formula>. We then prove that when a set <formula><tex>$M$</tex></formula> of at most <formula><tex>$4n-9$</tex></formula> processors is deleted from an <formula><tex>$n$</tex></formula>-star graph, the surviving graph has a large component of size greater or equal to <formula><tex>$n!-|M|-5$</tex></formula>. Finally, we also calculate the <formula><tex>$r$</tex></formula>-component connectivity of the <formula><tex>$n$</tex></formula>-star graph for <formula><tex>$2\leq r\leq 5$</tex></formula>. IEEE",Fault tolerance; Fault tolerance; Fault tolerant systems; Hypercubes; Mathematics; maximal component; parallel and distributed computing; Program processors; reliability; star graphs,Reliability; Safety engineering; Large components; Star graphs; Interconnection networks (circuit switching),,English,Article,Article in Press,,Scopus,2-s2.0-85091280871
"Chang N.-W., Hsieh S.-Y.",35073539300;7202056469;,A Survey for Conditional Diagnosability of Alternating Group Networks,2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),12273 LNCS,,,640,651,,,10.1007/978-3-030-58150-3_52,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091116654&doi=10.1007%2f978-3-030-58150-3_52&partnerID=40&md5=1e5b2392c36cff9daf9a8c8201cf8cec,"Fault diagnosis of processors has played an essential role when evaluating the reliability of multiprocessor systems. In many novel multiprocessor systems, their diagnosability has been extensively explored. Conditional diagnosability is a useful measure for evaluating diagnosability by adding a further condition that all neighbors of every node in the system do not fail at the same time. In this paper, we study the conditional diagnosability of n-dimensional alternating group networks under the PMC model, and obtain the results, and. In addition, for the isomorphism property between with, namely star graphs, the above results can be extended to, and we have and for. It is worth noting that the conditional diagnosability is about six times the degree of and, which is very different from general networks with a multiple of four. ? 2020, Springer Nature Switzerland AG.","(n, k)-star graphs; Alternating group networks; Conditional diagnosability; Fault diagnosis; Fault tolerance; Interconnection networks; Multiprocessor systems; PMC model",Combinatorial mathematics; Conditional diagnosability; Diagnosability; General networks; Group networks; Multi processor systems; PMC model; Star graphs; Multiprocessing systems,"Hsieh, S.-Y.; Department of Computer Science and Information Engineering, No. 1, University Road, Taiwan; 電子郵件: hsiehsy@mail.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85091116654
"Huang J.-F., Hsieh S.-Y.",57217829012;7202056469;,Constructing Independent Spanning Trees in Alternating Group Networks,2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),12273 LNCS,,,198,209,,,10.1007/978-3-030-58150-3_16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091076398&doi=10.1007%2f978-3-030-58150-3_16&partnerID=40&md5=fdbb070b959b27c9dfa08d43a8669128,"In a graph G, two spanning trees and are rooted at the same vertex r. If for every the paths from v to the root r in and are internally vertex-disjoint, they are independent spanning trees (ISTs). ISTs have numerous applications, such as secure message distribution and fault-tolerant broadcasting. The alternating group network (n stands for the dimension) is a subclass of Cayley graphs, and the approach of constructing ISTs in has not been proposed until now. In this paper, we propose a recursive algorithm for constructing ISTs in. The algorithm is a top-down approach, and the parent of one node in an IST is not determined by any rule. The correctness of the algorithm is verified, and the time complexity is analyzed. We use PHP to implement the algorithm and test cases from. The testing results show that all trees are ISTs in all cases. We conclude that our algorithm is not only correct but also efficient. ? 2020, Springer Nature Switzerland AG.",Alternating group networks; Cayley graph; Independent spanning trees; Interconnection networks; Triangle breadth-first search,Artificial intelligence; Computer science; Computers; Cayley graphs; Fault-tolerant; Group networks; Recursive algorithms; Secure messages; Time complexity; Top down approaches; Vertex disjoint; Trees (mathematics),"Hsieh, S.-Y.; Department of Computer Science and Information Engineering, No. 1, University Road, Taiwan; 電子郵件: hsiehsy@mail.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85091076398
"Chang J.-H., Chiu P.-S., Lai C.-F.",56143313600;24823976000;36801891600;,Implementation and evaluation of cloud-based e-learning in agricultural course,2020,Interactive Learning Environments,,,,,,,2,10.1080/10494820.2020.1815217,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090784541&doi=10.1080%2f10494820.2020.1815217&partnerID=40&md5=6aa412b65387042acd9adc81edd10adf,"In recent years, governments have paid much more attention to online learning platforms. This study establishes a high-performance agricultural digital learning platform (hereafter referred to as the Platform), in an attempt to (1) achieve learning diversity, improve users’ learning ability and willingness to learn, and unblocking geo-restrictions, and (2) design cloud-based e-learning materials and assess their learning effectiveness through the use of satisfaction surveys. A cloud-based high-efficiency online course platform for the agricultural community uses a real-time streaming analysis to determine the network string flow during users’ video playback and enables dynamic allocation to obtain the best server effectiveness. Users can remain motivated while taking high-quality online courses. With the establishment of cloud-based course materials, and the specificity of agricultural information, we hope to improve users’ learning motivation and learning effectiveness. Furthermore, this study uses satisfaction surveys and the UTAUT model to assess the research findings according to whether the users’ performance expectancy, effort expectancy, social influence, and facilitating conditions have a positive impact on the perceived satisfaction and perceived usefulness. We verified this point and inferred that digital learning can support the agricultural community significantly. ? 2020 Informa UK Limited, trading as Taylor & Francis Group.",cloud architecture; digital courses; live streaming; Online learning; traditional teaching,,"Lai, C.-F.; Department of Engineering Science, Taiwan; 電子郵件: cinfonssci@gmail.com",English,Article,Article in Press,,Scopus,2-s2.0-85090784541
"Fang J.-S., Tsai J.S.H., Yan J.-J., Chen P.L., Guo S.-M.",55201403800;7403610406;34881138100;57221300122;55488882400;,H-Infinity Model following Control for Uncertain Systems by Using Digital Redesign Sliding Mode Control,2020,IEEE Access,8,,9165062,147199,147210,,,10.1109/ACCESS.2020.3015731,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090327629&doi=10.1109%2fACCESS.2020.3015731&partnerID=40&md5=65519e5687de90f9b488ba388aaaabb5,"In this article, we discuss the H ∞ model following control for uncertain continuous systems by using a discrete sliding mode control (SMC). In contrast to the reports in the literature, the digital redesign technology is newly integrated with SMC such that the traditional sliding mode controller can be discretized and easily implemented with digital signal processing technology. Under the proposed digital redesign SMC, the states of the controlled systems can be controlled and follow the trajectory of the model systems. Furthermore, by using the linear quadratic analog tracker (LQAT) design for model systems, the model system also can track the desired trajectory. Besides, to solve the chattering performance, a saturation function is introduced, and the upper-bound of the sliding mode function by utilizing the saturation function is well discussed. Finally, we use a numerical example to illustrate the robustness and effectiveness of the proposed digital redesign SMC in this article. ? 2013 IEEE.",digital redesign; H-infinity control; linear quadratic analog tracker; model following control; Sliding mode control,Digital signal processing; Controlled system; Desired trajectories; Digital redesign; Discrete sliding mode controls; Model following control; Saturation function; Sliding mode controller; Uncertain continuous systems; Sliding mode control,"Yan, J.-J.; Department of Electronic Engineering, Taiwan; 電子郵件: jjyan@ncut.edu.tw",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85090327629
"Lin C.-F., Huang J.-F., Hsieh S.-Y.",57218793594;57217829012;7202056469;,Constructing Independent Spanning Trees on Transposition Networks,2020,IEEE Access,8,,9160957,147122,147132,,8,10.1109/ACCESS.2020.3014822,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090281095&doi=10.1109%2fACCESS.2020.3014822&partnerID=40&md5=a453f549fca119eea51aa7779d506127,"In interconnection networks, data distribution and fault tolerance are crucial services. This study proposes an effective algorithm for improving connections between networks. Transposition networks are a type of Cayley graphs and have been widely used in current networks. Whenever any connection node fails, users want to reconnect as rapidly as possible, it is urgently in need to construct a new path. Thus, searching node-disjoint paths is crucial for finding a new path in networks. In this article, we expand the target to construct independent spanning trees to maximize the fault tolerance of transposition networks. ? 2013 IEEE.",Cayley graphs; Independent spanning trees; interconnection networks; transposition networks,Fault tolerance; Graph theory; Cayley graphs; Data distribution; Effective algorithms; In networks; Node-disjoint paths; Spanning tree; Interconnection networks (circuit switching),"Hsieh, S.-Y.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: hsiehsy@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85090281095
"Huang C.M., Guo Y.A.",34868056100;57208053795;,The demodulating and encoding heritage (DEH) platform for mobile digital culture heritage (M-DCH),2020,Journal of Internet Technology,21,3,,765,781,,2,10.3966/160792642020052103014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088264037&doi=10.3966%2f160792642020052103014&partnerID=40&md5=73b440499931b8b9302d0dc5a4515592,"This work designed and developed an innovative Mobile Digital Culture Heritage (M-DCH) platform called Demodulating and Encoding Heritage (DEH) to allow users to have the on-site exploring of the culture heritage using handheld devices and wireless mobile networks. Since most of the current M-DCH platforms (i) view a heritage object as a point and (ii) do not have the group-like authoring scenario, main innovations of the DEH platform are twofold. (1) DEH interprets M-DCH's contents from the viewpoint of Point of Interest (POI), Line of Interest (LOI), Area of Interest (AOI), and Story/Site of Interest (SOI). The authors' roles of POIs/LOIs/AOIs/SOIs can be classified as player (regular users), expert and narrator. The work defines the logic rules of composing some POIs (POIs, LOIs and/or AOIs) into a LOI/AOI (SOI) according to (i) the author's role and (ii) the status, which can be (i) public or private and (ii) successfully verified, unsuccessfully verified or unverified of the corresponding LOI/AOI (SOI). (2) DEH defines a new grouping function that allows the group creator to have the privilege of modifying contents created by group members. Details of the functional specification, system design and usage examples of DEH's APPs and web are presented. ? 2020 Taiwan Academic Network Management Committee. All rights reserved.",Location-based Service (LBS); Metadata; Mobile digital content; Mobile Digital Cultural Heritage (M-DCH); Mobile Social Network (MSN),Demodulation; Digital devices; Encoding (symbols); Wireless networks; Area of interest; Digital culture; Functional specification; Group members; Hand held device; Heritage objects; Point of interest; Wireless mobile networks; Signal encoding,"Huang, C.M.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: huangcm@locust.csie.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85088264037
"Huang J.-F., Kao S.-S., Hsieh S.-Y., Klasing R.",57217829012;57199645869;7202056469;6701641506;,Top-Down Construction of Independent Spanning Trees in Alternating Group Networks,2020,IEEE Access,8,,9106383,112333,112347,,8,10.1109/ACCESS.2020.2999421,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087638204&doi=10.1109%2fACCESS.2020.2999421&partnerID=40&md5=e8a766a7c56a1d1c6394fa21f5b3353e,"A set of spanning trees in a graph G is called independent spanning trees (ISTs) if they are rooted at the same vertex r , and for each vertex v(=r) in G , the two paths from v to r in any two trees share no common vertex expect for v and r. ISTs can be applied in many research fields, such as fault-tolerant broadcasting and secure message distribution in reliable communication networks. Since Cayley graphs have been widely used to design interconnection networks, constructing ISTs on cayley graphs is worth studying. The alternating group network is a subclass of Cayley graphs, and the approach of constructing ISTs in alternating group networks is still unknown. In this paper, we propose a novel and simple top-down approach for constructing ISTs in alternating group networks. The main ideas of the algorithm are to use induction to develop small trees to big trees, to use a triangle breadth-first search (TBFS) process to create a backbone of an IST, and to use breadth-first search (BFS) process to connect the rest of nodes. Compared to other methods of different interconnection networks in the literature, the uniqueness of our method is that it does not need to determine the parent of one node by any rule, on the contrary others determine that by rules. The time complexity in n -dimensional alternating group network AN n is O( n2× n ), where n! is twice the number of nodes of AN n ; hence it is polynomial time. We implement the algorithm in PHP and run cases from AN 3 to AN 10. The results reveal that all spanning trees of AN 3 to AN 10 are independent and that our algorithm is accurate and efficient. ? 2013 IEEE.",alternating group networks; Cayley graph; Independent spanning trees; interconnection networks; triangle breadth-first search,Graph Databases; Interconnection networks (circuit switching); Polynomial approximation; Breadth-first search; Polynomial-time; Reliable communication; Research fields; Secure messages; Time complexity; Top down approaches; Top down construction; Trees (mathematics),"Hsieh, S.-Y.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: hsiehsy@mail.ncku.edu.tw
Hsieh, S.-Y.; Center for Innovative FinTech Business Models, Taiwan; 電子郵件: hsiehsy@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85087638204
"Su M.-H., Wu C.-H., Cheng H.-T.",24538169600;8518092000;57217686639;,A Two-Stage Transformer-Based Approach for Variable-Length Abstractive Summarization,2020,IEEE/ACM Transactions on Audio Speech and Language Processing,28,,9132692,2061,2072,,7,10.1109/TASLP.2020.3006731,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087512000&doi=10.1109%2fTASLP.2020.3006731&partnerID=40&md5=69dcece0d6f6802d3fde2e004f7f0390,"This study proposes a two-stage method for variable-length abstractive summarization. This is an improvement over previous models, in that the proposed approach can simultaneously achieve fluent and variable-length abstractive summarization. The proposed abstractive summarization model consists of a text segmentation module and a two-stage Transformer-based summarization module. First, the text segmentation module utilizes a pre-trained Bidirectional Encoder Representations from Transformers (BERT) and a bidirectional long short-term memory (LSTM) to divide the input text into segments. An extractive model based on the BERT-based summarization model (BERTSUM) is then constructed to extract the most important sentence from each segment. For training the two-stage summarization model, first, the extracted sentences are used to train the document summarization module in the second stage. Next, the segments are used to train the segment summarization module in the first stage by simultaneously considering the outputs of the segment summarization module and the pre-trained second-stage document summarization module. The parameters of the segment summarization module are updated by considering the loss scores of the document summarization module as well as the segment summarization module. Finally, collaborative training is applied to alternately train the segment summarization module and the document summarization module until convergence. For testing, the outputs of the segment summarization module are concatenated to provide the variable-length abstractive summarization result. For evaluation, the BERT-biLSTM-based text segmentation model is evaluated using ChWiki_181k database and obtains a good effect in capturing the relationship between sentences. Finally, the proposed variable-length abstractive summarization system achieved a maximum of 70.0% accuracy in human subjective evaluation on the LCSTS dataset. ? 2014 IEEE.",Abstractive summarization; BERT; bidirectional LSTM; text segmentation; variable-length summarization,Tunneling (excavation); Collaborative training; Document summarization; Human subjective evaluation; Model-based OPC; Summarization models; Summarization systems; Text segmentation; Two-stage methods; Long short-term memory,"Wu, C.-H.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: chunghsienwu@gmail.com",English,Article,Final,,Scopus,2-s2.0-85087512000
"Wang C.-Y., Tai T.-C., Wang J.-C., Santoso A., Mathulaprangsan S., Chiang C.-C., Wu C.-H.",57131238000;23471440600;7701339012;57159348500;57190489142;57194874312;8518092000;,Sound Events Recognition and Retrieval Using Multi-Convolutional-Channel Sparse Coding Convolutional Neural Networks,2020,IEEE/ACM Transactions on Audio Speech and Language Processing,28,,8952659,1875,1887,,4,10.1109/TASLP.2020.2964959,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087459713&doi=10.1109%2fTASLP.2020.2964959&partnerID=40&md5=f58d5220062cc2cfba0d5ccad810f1d0,"This article proposes two novel deep convolutional neural networks (CNN), which are called the sparse coding convolutional neural network (SC-CNN) and the multi-convolutional-channel SC-CNN (MSC-CNN), to address the sound event recognition and retrieval problem. Unlike the general framework of a CNN, in which the feature learning process is performed hierarchically, the proposed framework models the whole memorization process in the human brain, including encoding, storage, and recollection. In particular, the MSC-CNN is designed to recognize multiple sound events that occur simultaneously. The experimental results indicate that the proposed SC-CNN and MSC-CNN outperforms the state-of-the-art systems in sound event recognition and retrieval. ? 2014 IEEE.",deep learning; Sound event recognition; sound event retrieval; sparse coding convolutional neural network,Convolution; Deep neural networks; Learning systems; Network coding; Feature learning; Framework models; Human brain; Sound event recognition; Sound events; Sparse coding; State-of-the-art system; Convolutional neural networks,"Wang, C.-Y.; Institute of Information Science, Taiwan; 電子郵件: x102432003@yahoo.com.tw",English,Article,Final,,Scopus,2-s2.0-85087459713
"Chung S.-M., Shieh M.-D., Chiueh T.-C., Liu C.-C., Tu C.-H.",17433693800;7101813915;7102713128;57217070914;23398283600;,UFETCH: A Unified Searchable Encryption Scheme and Its Saas-Native to Make DBMS Privacy-Preserving,2020,IEEE Access,8,,9093817,93894,93906,,1,10.1109/ACCESS.2020.2994598,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086047893&doi=10.1109%2fACCESS.2020.2994598&partnerID=40&md5=a8ea4e111558abb689031aa97f0ed1d7,"As encrypted-search techniques such as Searchable Encryption (SE) were devised for homogeneous data type, i.e. textual or numerical, it is a nature presumption that multiple techniques have to be intertwined to make database management system (DBMS) privacy-preserving. In effect, such a presumption has led to popular designs such as CryptDB, putting efforts on heterogeneous integration. In this paper, an easier option is made available when a unified SE scheme named uFETCH is proposed to accommodate both. Namely, uFETCH is able to build unified SE indexes for both the types while enabling encrypted search even if the SE indexes built for texts and numbers are mingled. To demonstrate how uFETCH can bring up simpler designs, a security agent is exemplified to work with off-the-shelf DBMS while making it privacy-preserving. Since uFETCH transforms the problem of encrypted search into a simple problem of subsequence matching for SaaS-native, it requires only sub-linear search time w.r.t. the volume of indexed items and is secure in the widely-adopted 3-tier cloud structure to help cloud service providers ease regulation compliance with out-sourced repository. ? 2013 IEEE.",DBMS; privacy preserving; SaaS-native; Searchable encryption,Data privacy; Database systems; Information management; Search engines; Software as a service (SaaS); Cloud service providers; Cloud structure; Encrypted searches; Heterogeneous integration; Privacy preserving; Regulation compliance; Searchable encryptions; Subsequence matching; Cryptography,"Chung, S.-M.; Department of Electrical Engineering, Taiwan; 電子郵件: anton0706@gmail.com",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85086047893
"Chang T.-Y., Hsiao Y.-W., Guo S.-M., Chang S.-L., Lin Y.-J., Lo L.-W., Hu Y.-F., Chung F.-P., Chao T.-F., Liao J.-N., Tuan T.-C., Lin C.-Y., Higa S., Chen S.-A.",56763173800;7101720424;55488882400;57154909400;56512618600;25224685100;7407118355;40560956700;35335897300;55179923000;7005704090;56469967500;7006160820;57211727582;,Resistin as a biomarker for the prediction of left atrial substrate and recurrence in patients with drug-refractory atrial fibrillation undergoing catheter ablation,2020,International Heart Journal,61,3,,517,523,,3,10.1536/ihj.19-680,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085753751&doi=10.1536%2fihj.19-680&partnerID=40&md5=0a5fa55a34056e38b68ee9a7be2f9994,"Resistin is an adipocytokine that is abundantly secreted from lipid cells and is related to the inflammatory process and cardiometabolic diseases. This study aimed to examine the role of resistin on inflammation and its effect on the clinical outcome of patients with atrial fibrillation (AF) following catheter ablation. A total of 108 patients (56.9 ± 12.0 years, 76.8% male) with symptomatic and drug-refractory AF undergoing catheter ablation were enrolled. Inflammatory biomarkers and epicardial fat volume by contrast computed tomography (CT) images were assessed in all patients before the procedure. Baseline resistin correlated with epicardial fat volume, tumor necrosis factor-α (TNF-α), and left atrial (LA) scar area. After the index procedure, the univariate analysis revealed that hypertension, persistent AF, LA diameter, and plasma resistin level were related to recurrent atrial arrhythmia. Multivariate regression analysis revealed that persistent AF, LA diameter, and plasma resistin level all independently predicted recurrent atrial arrhythmia after ablation. Plasma resistin with a level higher than 777 (pg/mL) could predict recurrence following catheter ablation of AF. High plasma resistin level is associated with poor left atrial substrate, high epicardial fat volume, and elevated TNF-α level in patients with AF. Plasma resistin may predict the recurrence of atrial arrhythmia after ablation. ? 2020, International Heart Journal Association. All rights reserved.",Epicardial fat; Inflammation,resistin; tumor necrosis factor; biological marker; resistin; adult; Article; atrial fibrillation; biochemical recurrence; body mass; cardiovascular risk; catheter ablation; CHADS2 score; clinical outcome; computer assisted tomography; controlled study; coronary artery disease; diabetes mellitus; drug refractory; echocardiography; electrography; epicardial fat; epicardial fat volume; female; follow up; heart atrium appendage; heart atrium arrhythmia; heart atrium flutter; heart left ventricle ejection fraction; human; hyperlipidemia; hypertension; left atrium appendage emptying velocity; major clinical study; male; middle aged; priority journal; pulmonary vein; receiver operating characteristic; retrospective study; risk factor; sensitivity and specificity; sinus rhythm; aged; atrial fibrillation; blood; recurrent disease; Adult; Aged; Atrial Fibrillation; Biomarkers; Catheter Ablation; Female; Humans; Male; Middle Aged; Recurrence; Resistin; Retrospective Studies,"Chen, S.-A.; Division of Cardiology, 201, Sec. 2, Shih-Pai Road, Taiwan; 電子郵件: ep.slchang@msa.hinet.net",English,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85085753751
"Wang Z.-H., Horng G.-J., Hsu T.-H., Chen C.-C., Jong G.-J.",57193132203;23094553700;7401791666;7501954690;7003619986;,A Novel Facial Thermal Feature Extraction Method for Non-Contact Healthcare System,2020,IEEE Access,8,,9087875,86545,86553,,10,10.1109/ACCESS.2020.2992908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085260373&doi=10.1109%2fACCESS.2020.2992908&partnerID=40&md5=dd88db5a137a8a80742cdb4548e152d7,"The non-contact healthcare system is a system that can avoid germ infection, and can also provide comfortable and convenient health care services for the caregivers. In the current thermal imaging research, local or small area images are used to represent the overall temperature information of the participants, but the temperature feature of the face should not only be used in a small part and ignore other parts. The facial thermal image can show clear temperature feature but is not conducive to meaningful feature extraction. Therefore, this research proposed a novel facial thermal image feature extraction method, which is used facial landmarks to detect and cut 12 blocks to establish a new feature matrix based on color mean values and standard deviation values. It can establish clear features on facial thermal images. The core part of the proposed healthcare system is the use of a deep learning framework, which is based on CAFFE under the DIGITS platform. The CAFFE runs the classic CNN, GoogLeNet. Based on the acquired images and new feature types, four models were trained, which were used for the raw RGB image, raw thermal image, RGB feature image, and thermal feature image. In the experiment, 800 images were used for training and validation, and 200 images were used for testing. An additional 40 images were used for random testing. The experimental results show that RGB images cannot be effectively used, thermal images can effectively predict the health status, and thermal feature images have the highest prediction accuracy. ? 2013 IEEE.",deep learning; GoogLeNet; Non-contact healthcare system; thermal feature extraction,Deep learning; Extraction; Health care; Infrared imaging; Feature matrices; Health-care system; Healthcare services; Learning frameworks; Prediction accuracy; Standard deviation; Temperature information; Thermal features; Feature extraction,"Horng, G.-J.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: grojium@gmail.com",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85085260373
