作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Tsai P.-H., Tseng Y.-L., Zhang J.-B., Tsai M.-H.",16508092400;57222295197;57222298583;35254227900;,A Query-based Routing Table Update Mechanism for Content-Centric Network,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9359087,266,271,,1,10.1109/ICS51289.2020.00060,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102180298&doi=10.1109%2fICS51289.2020.00060&partnerID=40&md5=641a76a4292f088915b4c96514325e5a,"Due to the popularity of network applications, such as multimedia, online shopping, Internet of Things (IoT), and 5G, the contents cached in the routers are frequently replaced in Content-Centric Networking (CCN). Generally, cache miss causes numerous propagated packets to get the required content that deteriorates network congestion and delay the response time of consumers. Many caching strategies and routing policies were proposed to solve the problem. This paper presents an alternative solution by designing a query-based routing table update mechanism to increase the accuracy of routing tables. By adding an additional query content in interest packets, our approach real-time explores the cached content in routers and updated the routing table accordingly. This paper uses a general network simulator, ndnSIM, to compare basic CCN and our approach. The results show that our approach improves the response time of consumers and network congestion and is compatible with general forwarding strategies. ? 2020 IEEE.",content-centric networking; exploration; query name; routing table; update mechanism,Internet of things; Alternative solutions; Content-centric networkings; Content-centric networks; Forwarding strategies; Internet of Things (IOT); Network applications; Network congestions; Routing policies; 5G mobile communication systems,,English,Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-85102180298
"Lin T.-C., Chen C.-C., Lin C.-J.",56907926900;7501954690;36065651300;,Using Interval Type-2 Recurrent Fuzzy Cerebellar Model Articulation Controller Based on Improved Differential Evolution for Cooperative Carrying Controller of Mobile Robots,2020,"2020 International Conference on Fuzzy Theory and Its Applications, iFUZZY 2020",,,9297367,,,,,10.1109/iFUZZY50310.2020.9297367,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099712214&doi=10.1109%2fiFUZZY50310.2020.9297367&partnerID=40&md5=be0f640082f9d20a5ef92ffa73287ffb,"Mobile robot is widely utilized in various fields such as navigation control, obstacle avoidance and object carrying. For keeping away from obstacles to avoid collision and preventing object carrying from dropping down, we propose a state manager (SM) designed to assist the mobile robots so that they can switch operation between wall-following carrying (WFC) and toward goal carrying (TGC) by different external condition. In this controlling model, interval type-2 recurrent fuzzy cerebellar model articulation controller (IT2RFCMAC), embedded with a modified evolutionary optimization and dynamic grouping differential evolution (DGDE), is implemented for WFC and TGC. By adopting reinforcement learning strategy, mobile robots equip with adaptively wall-following control to make cooperative carrying control in real. ? 2020 IEEE.",dynamic grouping differential evolution; interval type-2 recurrent fuzzy cerebellar model articulation; toward goal carrying (key words); wall-following carrying,Brain; Controllers; Evolutionary algorithms; Optimization; Reinforcement learning; Cerebellar model articulation; Differential Evolution; Dynamic grouping; Dynamic grouping differential evolution; Interval type-2 recurrent fuzzy cerebellar model articulation; Key words; Recurrent fuzzy cerebellar model articulation controllers; Toward goal carrying (key word); Wall following; Wall-following carrying; Mobile robots,,English,Conference Paper,Final,,Scopus,2-s2.0-85099712214
"Yang C.-J., Chen M.-H., Lin K.-P., Cheng Y.-J., Cheng F.-C.",57195518223;57195509868;26431513900;57195515379;57195513920;,Importing automated management system to improve the process efficiency of dental laboratories,2020,Sensors (Switzerland),20,20,5791,1,15,,1,10.3390/s20205791,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092935537&doi=10.3390%2fs20205791&partnerID=40&md5=7b4149c70b4e34f0658981cc9aaf62c1,"Dental laboratories require manpower resources for manufacturing prostheses and inventory management. In this paper, we developed an automated inventory management system for dental laboratories to improve the production efficiency. A sensing system was developed based on the framework of Internet of things to collect the information of cobalt-chromium disks both in the storage room and manufacturing area, and an expert system was developed to automatically conduct inventory management based on the established rules. The proposed system can reduce the time of recording data and also assist the manager in configuring and managing material orders. The experimental results showed that a large amount of working time is reduced, resulting in the benefits of saving money and improving efficiency in dental manufacturing. ? 2020 by the authors. Licensee MDPI, Basel, Switzerland.",Dental laboratory; Expert system; Internet of things; Productivity 4.0; Prostheses; RFID,"Digital storage; Efficiency; Expert systems; Inventory control; Manufacture; Automated inventory management system; Automated management; Improving efficiency; Inventory management; Manpower resources; Process efficiency; Production efficiency; Sensing systems; Information management; chromium; cobalt; dental device; laboratory; organization and management; productivity; Chromium; Cobalt; Dental Equipment; Efficiency; Laboratories, Dental","Lin, K.-P.; Department of Information Management, Taiwan; 電子郵件: kplin@mis.nsysu.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85092935537
"Chen S.-L., Lee K.-M., Li I.-C.",7410253186;57222747651;57193415872;,Using MQTT IIoT Gateway to Implement Bi-direction Communication Manufacturing Information System for Smart Factory [具MQTT協定之工業物聯網閘道器實現廠區製造資訊雙向互動系統],2020,"Journal of the Chinese Society of Mechanical Engineers, Transactions of the Chinese Institute of Engineers, Series C/Chung-Kuo Chi Hsueh Kung Ch'eng Hsuebo Pao",41,5,,585,594,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103962545&partnerID=40&md5=0d50379dd81b17db5c7ba16df7863176,"To improve the economic growth rate, all countries are committed to the concept of a smart factory. To upgrade the manufacturing equipment in a smart factory from automation to intellectualization, all the manufacturing information must be collected, analyzed, and used. To obtain the information, such as sensing, motion, actuation, etc., the concept of the Industrial Internet of Things (IIoT) must be imported into the factory. In a factory, the devices are made from different suppliers, so that information may not be easily exchanged between them. Hence a unified information format or communication protocol is very critical. A bi-direction communication system for a smart factory is then designed and developed in this research. The communication protocol MQTT is installed in an embedded system, which is used as an intelligent IIoT gateway. The MQTT protocol is also installed into the controller of equipment, which will be used to collect sensing data, production information. The obtained data and information can be transmitted between different devices by using the MQTT protocol to achieve network communication between machines and IoT devices. By using the MQTT, a mobile application platform is also developed and implemented on the Android system, so that the required information can be obtained from heterogeneous communication interface easily. ? 2020, Chinese Mechanical Engineering Society. All right reserved.",IIoT Gateway; Internet of Things; Manufacturing; MQTT; Smart Factory,Controllers; Data communication systems; Economics; Gateways (computer networks); Manufacture; Data and information; Economic growth rate; Heterogeneous communication; Manufacturing equipment; Manufacturing information systems; Manufacturing informations; Mobile applications; Network communications; Industrial internet of things (IIoT),"Chen, S.-L.; Institute of Manufacturing Information and Systems, Taiwan",English,Article,Final,,Scopus,2-s2.0-85103962545
"Chu H.-C., Tsai W.W.-J., Liao M.-J., Chen Y.-M., Chen J.-Y.",8412741400;57193856069;7202371677;55721170600;57222184595;,Supporting E-Learning with Emotion Regulation for Students with Autism Spectrum Disorder,2020,Educational Technology and Society,23,4,,124,146,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101844449&partnerID=40&md5=1d77448d1e029db5cf84d27f3d95c2b0,"Students with Autism Spectrum Disorder (ASD) in general have been found to have significantly lower academic achievement relative to their level of ability. Research has shown that students’ emotional impairment with ASD severely interferes with their learning process, and academic emotions are domain-specific in nature. Therefore, the regulation of domain-specific academic emotions is an important approach to help students with ASD learn effectively. This study proposed an e-learning model that featured emotion recognition and emotion regulation to enhance mathematics e-learning for students with ASD. An emotion recognition approach based on facial recognition, an emotion regulation model, and a mathematics e-learning platform, were developed to realize the e-learning model. Two e-learning conditions: timed contest and increased difficulty of learning, were created for gathering information by observing two indexes: mathematical learning performance and negative emotional behaviors in each condition. An experiment in a mathematical e-learning context was performed to evaluate the performance of e-learning and emotion regulation effectiveness. The results of the emotion recognition classifier reached a 93.34% average recognition rate, and the participants of this experiment displayed a statistically significant decrease in targeted negative behaviors from baseline to intervention (p = .000) and significant improvements in mathematics learning performance (p = .005); however, responses to emotion regulation interventions varied among the participants. Implications for research and practice are discussed. ? 2020. All Rights Reserved.",Autism spectrum disorder; E-Learning; Emotion recognition; Emotion regulation; Intelligent systems; Mathematics learning,,"Chen, Y.-M.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: chenzuin@gmail.com",English,Article,Final,,Scopus,2-s2.0-85101844449
"Wang H.-K., Wang Z.-H., Wang M.-C.",56119444900;56684532400;57218353158;,Using the Taguchi method for optimization of the powder metallurgy forming process for Industry 3.5,2020,Computers and Industrial Engineering,148,,106635,,,,5,10.1016/j.cie.2020.106635,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088900756&doi=10.1016%2fj.cie.2020.106635&partnerID=40&md5=a66c7847eae3a74275f803f51a516229,"In recent years, powder metallurgy has developed rapidly and has been used to produce mechanical parts with complex structures. High precision and material utilization with low production cost can be achieved through the powder metallurgy process. In order to reduce the cost of finishing processes and product scrap rate, quality management methods must be used to improve processes and increase the product yield. This study uses the Taguchi method to analyze various factors that affect parallelism in the forming stage of the powder metallurgy process and to determine the optimal parameter setting and verification. In the orthogonal array of the Taguchi method, we selected six factors with two levels as the machine setting, which would affect the product's parallelism. The current machine setting, and possible setting were determined as the first and second levels, respectively, and several experiments were designed to ascertain the configuration of the orthogonal array. After performing the designed experiments, the signal noise ratio (S/N ratio) was calculated for estimating variability of products. New samples were manufactured based on the optimal setting and compared with the original data. The experimental result revealed that the average value of parallelism data was considerably reduced for two different products and decreased approximately 55.73% and 49.44%. Values of the S/N ratio should be in the confidence interval to verify whether the whole experiment is reproducible. Thus, the product yield and production cost were simultaneously improved for this case. ? 2020 Elsevier Ltd",Analysis of variance; Industry 3.5; Parallelism; Parameter optimization; Powder metallurgy; Taguchi method,Costs; Powder metallurgy; Quality management; Taguchi methods; Complex structure; Confidence interval; Designed experiments; Finishing process; Material utilization; Optimal parameter settings; Powder metallurgy process; Signal-noise ratio; Metals,"Wang, Z.-H.; Department of Industrial Engineering and System Management, No. 100, Wenhuw Rd., Taiwan; 電子郵件: zhwang@fcu.edu.tw",English,Article,Final,,Scopus,2-s2.0-85088900756
"Adnan M., Lu Y., Jones A., Cheng F.-T., Yeung H.",57532439200;57191580065;7407104363;7202811304;57209112759;,A new architectural approach to monitoring and controlling AM processes,2020,Applied Sciences (Switzerland),10,18,6616,,,,4,10.3390/APP10186616,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092396809&doi=10.3390%2fAPP10186616&partnerID=40&md5=77e689a6a93c09027722b1a0b6de75e7,"The abilities to both monitor and control additive manufacturing (AM) processes in real-time are necessary before the routine production of quality AM parts will be possible. Currently, neither ability exist! The major reason is that AM processes are different from traditional manufacturing processes in many ways and so are the sensors and the monitoring data collected from them. In traditional manufacturing, that data is mostly numeric in nature. To that numeric data, AM monitoring data add large volumes of a variety of in situ, high-speed, image data. Collecting, fusing, and analyzing all that AM data and making the necessary control decisions is not possible using traditional, rigid, hierarchical-control architectures. Therefore, researchers are proposing to use real-time, machine-learning algorithms to analyze the data and to execute the other control functions. This paper identifies those control functions and proposes a new architecture to integrate them. This paper also shows an example of using that architecture to analyze the melt-pool, shape analysis using a clustering method. ? 2020 by the authors. Licensee MDPI, Basel, Switzerland.",Additive manufacturing; Clustering; Functional architecture; Monitoring and control; Multi-loop control architecture,,"Adnan, M.; Engineering Lab, United States; 電子郵件: ad.gujjar@yahoo.com
Lu, Y.; Engineering Lab, United States; 電子郵件: yan.lu@nist.gov",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85092396809
"Wang H.-K., Chien C.-F.",56119444900;57219656467;,An inverse-distance weighting genetic algorithm for optimizing the wafer exposure pattern for enhancing OWE for smart manufacturing,2020,Applied Soft Computing Journal,94,,106430,,,,4,10.1016/j.asoc.2020.106430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086504670&doi=10.1016%2fj.asoc.2020.106430&partnerID=40&md5=4d9ed2f01698d2ddd204e9a0a72e6b2c,"Wafer exposure pattern will determine the number of gross dies fabricated on the wafer and also affect the yield. Although a number of studies have addressed the wafer exposure pattern problem for maximizing the number of gross dies, little research has considered both the yield and gross dies simultaneously. To fill the gap, this study aims to develop an inverse distance weighting genetic algorithm (IDWGA) that simultaneously maximizes the total number of exposed gross dies and minimizes the deviation of die-estimated measurement from the target for yield enhancement and smart manufacturing. This study developed a novel approach for estimating the die yield from a few measurement points and a three-dimensional (3D) contour plot of die estimates for verifying the measurement pattern among the dies. The proposed IDWGA can detect the die yield pattern during the wafer exposure stage and thus optimize the exposure pattern to maximize the number of gross dies and minimize potential yield loss. On the basis of realistic data, experiments were designed to estimate the validity of the proposed approach. The results have shown practical viability of the proposed approach to optimize overall wafer effectiveness for total resource management. ? 2020 Elsevier B.V.",Inverse distance weighting estimation genetic algorithm (GA); Overall wafer effectiveness (OWE); Semiconductor industry; Total Resource Management (TRM); Yield enhancement,Flow control; Genetic algorithms; Inverse problems; Manufacture; Inverse distance weighting; Measurement patterns; Measurement points; Resource management; Smart manufacturing; Threedimensional (3-d); Wafer exposures; Yield enhancement; Dies,"Chien, C.-F.; Department of Industrial Engineering and Engineering Management, Taiwan; 電子郵件: cfchien@mx.nthu.edu.tw",English,Article,Final,,Scopus,2-s2.0-85086504670
"Hsieh Y.-M., Lu R., Lu J.-W., Cheng F.-T., Adnan M.",57224190653;57223430077;57223439632;7202811304;57532439200;,Automated classification scheme plus AVM for wafer sawing processes,2020,IEEE Robotics and Automation Letters,5,3,9110778,4525,4532,,2,10.1109/LRA.2020.3000678,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105880113&doi=10.1109%2fLRA.2020.3000678&partnerID=40&md5=48d9421e870fc98c4f85d17e19a5f0a6,"For the current wafer sawing process, the wafers in the same lot are inspected at the end of the entire process. Therefore, a defect, such as chipping, occurs during processing will only be detected until the end of the process, which is too late and may cause massive defects. If Automatic Virtual Metrology (AVM) is implemented in the wafer sawing process, when chippings occur and are detected, its chipping amount can be predicted by AVM on-line and in real time. Also, AVM's individual similarity index (ISI) analysis can be applied to identify the root cause of chipping. As a result, this root cause can be fixed to avoid generating defects in the subsequent wafers. However, chipping won't happen to all wafers. Since the AVM system deals mainly with the regression problem, it cannot classify whether a wafer is chipped or not. Hence, there is a need to predict wafer-chipping occurrence before applying AVM to the wafer sawing process. To solve the above mentioned problem, the wafer sawing qualitymonitoring is divided into two stages. An Automated Classification Scheme (ACS) based on ensemble learning is developed in Stage I to pre-determine whether a wafer is chipped. If chipping is detected, then proceed to Stage II for the AVM system to predict the chipping amount and identify the root cause that results in this chipping. With the so-calledACS-plus-AVMscheme, theAVMapplication in the wafer sawing process can be realized. ? 2020 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.",Automated Classification Scheme (ACS); Automatic Virtual Metrology (AVM); Ensemble learning; Wafer sawing processes,Agricultural robots; Defects; Automated classification; Ensemble learning; Real time; Regression problem; Root cause; Similarity indices; Virtual metrology; Wafer sawing; Sawing,"Cheng, F.-T.; The Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: chengft@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85105880113
"Yang T., Wen Y.-F., Hsieh Z.-R., Zhang J.",7404656948;49862414700;57214120424;57190174270;,A lean production system design for semiconductor crystal-ingot pulling manufacturing using hybrid Taguchi method and simulation optimization,2020,Assembly Automation,40,3,,433,445,,6,10.1108/AA-11-2018-0193,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078241436&doi=10.1108%2fAA-11-2018-0193&partnerID=40&md5=488d757ad876cff74e2f0d629b5ca418,"Purpose: The purpose of this study is to propose an innovative methodology in solving the lean production design from semiconductor crystal-ingot pulling manufacturing which is an important industry. Due to the complexity of the system, it is computationally prohibited by an analytical approach; thus, simulation optimization is adopted for this study. Design/methodology/approach: Four control factors that affect the system’s performance, including the pulling strategy, machine limitations, dispatching rules and batch-size control, are identified to generate the future-state value stream mapping. Taguchi two-step procedure and simulation optimization are used to determine the optimal parameter values for a robust system. Findings: The proposed methodology improved the system performances by 6.42 and 12.02 per cent for service level and throughput, respectively. Research limitations/implications: This study does not investigate operations management issues such as setup reduction, demand forecasting and layout design. Practical implications: A real-world crystal-ingot pulling manufacturing factory was used for the case study. The results are promising and are readily applied to other industrial applications. Social implications: The improved performances, service level and throughout rate, can result in an improved customer satisfaction level and a reduced resources consumption, respectively. Originality/value: The proposed methodology innovatively solved a practical application and the results are promising. ? 2020, Emerald Publishing Limited.",Crystal-ingot pulling; Dispatching; Lean manufacturing; Simulation optimization; Taguchi method,Crystals; Customer satisfaction; Design for manufacturability; Ingots; Taguchi methods; Design/methodology/approach; Innovative methodologies; Lean production system; Manufacturing factories; Operations management; Resources consumption; Semiconductor crystals; Simulation optimization; Lean production,"Yang, T.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: taho.yang@gmail.com",English,Article,Final,,Scopus,2-s2.0-85078241436
"Tieng H., Li Y.-Y., Tseng K.-P., Yang H.-C., Cheng F.-T.",54394655600;55861644300;57215426387;7406557435;7202811304;,An automated dynamic-balancing-inspection scheme for wheel machining,2020,IEEE Robotics and Automation Letters,5,2,8978473,2224,2231,,,10.1109/LRA.2020.2970953,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080953942&doi=10.1109%2fLRA.2020.2970953&partnerID=40&md5=0ebf708da01771e78ab9d689b6598a97,"Wheel balance plays an important role in vehicle safety. The existing inspection method for wheel balance mainly relies on the off-machine measurement technique, which is time-and manpower-consuming as the worldwide requirement of the automated production system gradually increases. However, the multi-unbalance causes are difficult to identify due to complex machine structures; and the low signal-noise-ratio between wheel and machine vibration makes traditional handcrafted features difficult to detect wheel unbalance. To overcome these two challenges, this paper proposes a Dynamic-Balancing-Inspection (DBI) scheme which integrates steps of data collection, data preprocessing, and ensemble average of Convolution Neural Network (CNN) based models with well-Tailored filters and activation functions, to automatically uncover critical information from frequency data and provide the on-machine and real-Time total inspection for the wheel balance. The application of the wheel balance from a practical CNC-machine is adopted to illustrate the performance of the DBI approach. ? 2016 IEEE.",data-driven models; deep learning (DL); dynamic balancing inspection (DBI); machine learning (ML); Wheel balance,Balancing machines; Computer control systems; Data acquisition; Deep learning; Inspection; Vibrations (mechanical); Wheels; Activation functions; Automated production systems; Convolution neural network; Data preprocessing; Data-driven model; Dynamic balancing; Inspection methods; Measurement techniques; Balancing,"Cheng, F.-T.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: chengft@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85080953942
"Horng G.-J., Liu M.-X., Chen C.-C.",23094553700;57215014080;7501954690;,The Smart Image Recognition Mechanism for Crop Harvesting System in Intelligent Agriculture,2020,IEEE Sensors Journal,20,5,8906085,2766,2781,,29,10.1109/JSEN.2019.2954287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079657191&doi=10.1109%2fJSEN.2019.2954287&partnerID=40&md5=3a583e1b8b6a713cb6ea3c9cfa7a1bd1,"This study proposed a harvesting system based on the Internet of Things technology and smart image recognition. Farming decisions require extensive experience; with the proposed system, crop maturity can be determined through object detection by training neural network models, and mature crops can then be harvested using robotic arms. Keras was used to construct a multilayer perceptron machine learning model and to predict multiaxial robotic arm movements and position. Following the execution of object detection on images, the pixel coordinates of the central point of the target crop in the image were used as neural network input, whereas the robotic arms were regarded as the output side. A MobileNet version 2 convolutional neural network was then used as the image feature extraction model, which was combined with a single shot multibox detector model as the posterior layer to form an object detection model. The model then performed crop detection by collecting and tagging images. Empirical evidence shows that the proposed model training had a mean average precision (mAP) of 84%, which was higher than that of other models; a mAP of 89% was observed from the arm picking results. ? 2001-2012 IEEE.",deep learning; Internet of Things (IoT); multiaxial robotic arm control; object detection in smart agriculture,Convolutional neural networks; Crops; Deep learning; Feature extraction; Harvesting; Image recognition; Internet of things; Multilayer neural networks; Object recognition; Robotic arms; Robotics; Image feature extractions; Internet of Things (IOT); Internet of things technologies; Machine learning models; Multiaxial; Neural network model; Recognition mechanism; Smart agricultures; Object detection,"Horng, G.-J.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: grojium@gmail.com",English,Article,Final,,Scopus,2-s2.0-85079657191
"Lee C.-Y., Cai J.-Y.",57154828200;57195805427;,LASSO variable selection in data envelopment analysis with small datasets,2020,Omega (United Kingdom),91,,102019,,,,20,10.1016/j.omega.2018.12.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058780930&doi=10.1016%2fj.omega.2018.12.008&partnerID=40&md5=9dc2e3db80bf01df6d5ecfb63e42437d,"The curse of dimensionality problem arises when a limited number of observations are used to estimate a high-dimensional frontier, in particular, by data envelopment analysis (DEA). The study conducts a data generating process (DGP) to argue the typical “rule of thumb” used in DEA, e.g. the required number of observations should be at least larger than twice of the number of inputs and outputs, is ambiguous and will produce large deviations in estimating the technical efficiency. To address this issue, we propose a Least Absolute Shrinkage and Selection Operator (LASSO) variable selection technique, which is usually used in data science for extracting significant factors, and combine it in a sign-constrained convex nonparametric least squares (SCNLS), which can be regarded as DEA estimator. Simulation results demonstrate that the proposed LASSO-SCNLS method and its variants provide useful guidelines for the DEA with small datasets. ? 2018 Elsevier Ltd",Convex nonparametric least squares; Data envelopment analysis; Efficiency estimation; Feature selection; Lasso,article; human; least square analysis; practice guideline; simulation,"Lee, C.-Y.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: cylee@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85058780930
"Hung S.-Y., Lee C.-Y., Lin Y.-L.",57195807879;57154828200;57195808246;,Data Science for Delamination Prognosis and Online Batch Learning in Semiconductor Assembly Process,2020,"IEEE Transactions on Components, Packaging and Manufacturing Technology",10,2,8917675,314,324,,8,10.1109/TCPMT.2019.2956485,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079480266&doi=10.1109%2fTCPMT.2019.2956485&partnerID=40&md5=b51f3aea090de9d589bb6962f7c90b62,"The transformation of wafers into chips is a complex manufacturing process involving literally thousands of equipment parameters. Delamination, a leading cause of defective products, can occur between die and epoxy molding compound (EMC), epoxy and substrate, lead frame and EMC, and so on. Troubleshooting is generally on a case-by-case basis and is both time-consuming and labor-intensive. We propose a three-phase data science (DS) framework for process prognosis and prediction. The first phase is for data preprocessing. The second phase uses least absolute shrinkage and selection operator (LASSO) regression and stepwise regression to identify the key variables affecting delamination. The third phase develops a backpropagation neural network (BPNN), support vector regression (SVR), partial least squares (PLS), and gradient boosting machine (GBM) to predict the ratio of the delamination area in a die. We also investigate the imbalance between a false positive rate and a false negative rate after quality classification with BPN and GBM models to improve the tradeoff between the two types of risks. We conducted an empirical study of a semiconductor manufacturer, and the results show that the proposed framework provides an effective delamination prediction supporting the troubleshooting. In addition, for online prediction, it is necessary to determine the batch size for the timing of retraining the model, and we suggest the cost-oriented method to solve the issue. ? 2011-2012 IEEE.",Batch size; class imbalance problem; data mining; delamination prognosis; semiconductor assembly process; variable selection,Assembly; Data mining; Data Science; E-learning; Forecasting; Least squares approximations; Manufacture; Neural networks; Back-propagation neural networks; Batch sizes; Class imbalance problems; Complex manufacturing process; Least absolute shrinkage and selection operators; Semiconductor assembly; Support vector regression (SVR); Variable selection; Support vector regression,"Lee, C.-Y.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: cylee@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85079480266
"Huang J.-F., Cheng E., Hsieh S.-Y.",57217829012;7201743429;7202056469;,"Two algorithms for constructing independent spanning trees in (n,k)-star graphs",2020,IEEE Access,8,,,175932,195947,,5,10.1109/ACCESS.2020.3025009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100325119&doi=10.1109%2fACCESS.2020.3025009&partnerID=40&md5=f3ab850dc72df37cd5e3040055dedebd,"In a graph G, two spanning trees T1 and T2 are rooted at the same vertex r. If, for every v ? V(G), the paths from v to the root r in T1 and T2 are internally vertex-disjoint, they are called independent spanning trees (ISTs). ISTs can be applied in numerous fields, such as fault-tolerant broadcasting and secure message distribution. The (n,k)-star graphs Sn,k constitute a generalized version of the star network. The method of constructing ISTs in (n,k)-star graphs remains unknown. In this paper, we propose one recursive algorithm and one parallel algorithm for constructing ISTs on (n,k)-star graphs. The main ideas of the recursive algorithm are to use induction to change small trees into large trees, to use a modified breadth-first search (MBFS) traversal to create a frame for an IST, and to use a breadth-first search (BFS) traversal to connect the rest of nodes. The main ideas of the parallel algorithm are to create frames through MBFS traversals in parallel, and to use some specific rules to connect the rest of nodes in parallel. We also present validation proofs for both algorithms, and analyze the time complexities of both algorithms. The time complexity of the recursive algorithm in Sn,k is O(n × (n?n!k)! ), where (n?n!k)! is the number of nodes of Sn,k. The time complexity of the parallel algorithm can be reduced to O((n?n!k)! ) if the system has n ? 1 processors computing in parallel. Both algorithms are correct with the stated time complexity values; the parallel algorithm is more efficient than the recursive algorithm. ? 2020 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.","(n,K)-star graphs; Breadth-first search; Independent spanning trees; Parallel algorithm; Recursive algorithm",Complex networks; Graphic methods; Parallel algorithms; Trees (mathematics); Breadth-first search; Fault-tolerant; Recursive algorithms; Secure messages; Spanning tree; STAR network; Time complexity; Vertex disjoint; Graph algorithms,"Hsieh, S.-Y.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: hsiehsy@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85100325119
"Yang H.-C., Chen Y.-L., Cheng F.-T.",7406557435;57203834075;7202811304;,A cloud manufacturing service to control outsourcing production,2020,"Journal of the Chinese Institute of Engineers, Transactions of the Chinese Institute of Engineers,Series A",43,8,,838,850,,,10.1080/02533839.2020.1819427,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091123281&doi=10.1080%2f02533839.2020.1819427&partnerID=40&md5=5fe2ee9429b6a8c26500f9999527dcf0,"Outsourcing production enables fabless companies to focus on their main business and yet still stay competitive in the supply chain. However, as the actual production process of a Contract Manufacturer (CM) is encapsulated, a Fabless Manufacturer (FM) frequently struggles with higher inventory levels than its actual needs in response to outsourcing production risks. This study proposes Virtual Production Control Services (VPCS) for a company to identify the production risks of its CM and come up with corresponding solutions for improving demand fulfillment. By mining the updated work-in-process data from the CM, the VPCS can identify the potential production risks in a timely manner by estimating production progress based on an optimal planning model. In addition, production risks can be mitigated after applying a novel risk-control scheme such that demands can be fulfilled with reduced inventory levels. An FM case study indicates that VPCS is a promising method to improve the outsourcing efficiency of a company in the IC supply chain. ? 2020 The Chinese Institute of Engineers.",cloud service; Fabless; outsourcing manufacturing; virtual production control service,Outsourcing; Production control; Risk perception; Supply chains; Cloud Manufacturing; Contract manufacturers; Corresponding solutions; Demand fulfillments; Optimal planning models; Potential production; Production process; Virtual production; Manufacture,"Yang, H.-C.; Department of Electrical Engineering, Taiwan; 電子郵件: hao@nkust.edu.tw",English,Article,Final,,Scopus,2-s2.0-85091123281
"Lin C.-F., Huang J.-F., Hsieh S.-Y.",57218793594;57217829012;7202056469;,Constructing Independent Spanning Trees on Transposition Networks,2020,IEEE Access,8,,9160957,147122,147132,,8,10.1109/ACCESS.2020.3014822,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090281095&doi=10.1109%2fACCESS.2020.3014822&partnerID=40&md5=a453f549fca119eea51aa7779d506127,"In interconnection networks, data distribution and fault tolerance are crucial services. This study proposes an effective algorithm for improving connections between networks. Transposition networks are a type of Cayley graphs and have been widely used in current networks. Whenever any connection node fails, users want to reconnect as rapidly as possible, it is urgently in need to construct a new path. Thus, searching node-disjoint paths is crucial for finding a new path in networks. In this article, we expand the target to construct independent spanning trees to maximize the fault tolerance of transposition networks. ? 2013 IEEE.",Cayley graphs; Independent spanning trees; interconnection networks; transposition networks,Fault tolerance; Graph theory; Cayley graphs; Data distribution; Effective algorithms; In networks; Node-disjoint paths; Spanning tree; Interconnection networks (circuit switching),"Hsieh, S.-Y.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: hsiehsy@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85090281095
